name,id,author,source,sourcetype,separator,supported_TA_name,supported_TA_version,supported_TA_url,description
Bro http,c5d9612b-0ffd-44d3-8247-3cf3486ec5e2,"Patrick Bareiss, Splunk",bro:http:json,bro:http:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs HTTP traffic analyzed by Zeek (formerly Bro), including details such as request methods, URLs, user agents, response codes, and headers."
Bro loaded_scripts,81e08a21-a735-42b1-a08a-21a73582b1bf,"Jacob Delgado, SnapAttack",bro:loaded_scripts:json,bro:loaded_scripts:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs details about the scripts loaded by Zeek (formerly Bro) during initialization, including script names and paths."
Bro ntp,3f64a544-47a4-4958-a4a5-4447a47958df,"Jacob Delgado, SnapAttack",bro:ntp:json,bro:ntp:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs Network Time Protocol (NTP) activity captured by Zeek (formerly Bro), including details such as NTP requests, responses, and server metadata."
Bro ocsp,d20909ab-70be-409a-8909-ab70be609af1,"Jacob Delgado, SnapAttack",bro:ocsp:json,bro:ocsp:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs Online Certificate Status Protocol (OCSP) activity captured by Zeek (formerly Bro), including details such as certificate validation requests and responses."
Bro ssl,22c637eb-f62e-41f0-8637-ebf62e11f0a8,"Jacob Delgado, SnapAttack",bro:ssl:json,bro:ssl:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs SSL/TLS handshake and session details captured by Zeek (formerly Bro), including certificates, cipher suites, and session information."
Bro weird,e03762c5-c4b8-44e3-b762-c5c4b8e4e3b6,"Jacob Delgado, SnapAttack",bro:weird:json,bro:weird:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs anomalous or unexpected network behaviors identified by Zeek (formerly Bro), including protocol violations and unusual traffic patterns."
Bro x509,e8792367-64b0-47e9-b923-6764b0f7e936,"Jacob Delgado, SnapAttack",bro:x509:json,bro:x509:json,,TA for Zeek,1.0.11,https://splunkbase.splunk.com/app/5466,"Logs details about X.509 certificates observed in network traffic captured by Zeek (formerly Bro), including certificate fields, validity periods, and issuers."
CircleCI,34ad06fc-a296-4ab5-8315-2f07714948e3,"Patrick Bareiss, Splunk",circleci,circleci,,App for CircleCI,0.1.1,https://splunkbase.splunk.com/app/5162,"Logs activities related to CI/CD pipelines executed in CircleCI, including job execution, workflow progress, and configuration changes."
Cisco AI Defense Alerts,cbb06880-9dd9-4542-ac60-bd6e1d3c3e4e,Bhavin Patel,cisco_ai_defense,cisco:ai:defense,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for Cisco AI Defense Alerts
Cisco ASA Logs,3f2a9b6d-1c8e-4f7b-a2d3-8b7f1c2a9d4e,"Bhavin Patel, Splunk",cisco:asa,cisco:asa,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,"Data source object for Cisco ASA system logs. Cisco ASA logs provide firewall operational and security telemetry (connection events, ACL denies, VPN events, NAT translations, and device health). Deploy the Splunk Add-on for Cisco ASA (TA-cisco_asa) on indexers/heavy forwarders and the Cisco ASA App on search heads for best parsing, CIM mapping, and dashboards. This data is ingested via SYSLOG. You must be ingesting Cisco ASA syslog data into your Splunk environment. To ensure all detections work, configure your ASA and FTD devices to generate and forward both debug and informational level syslog messages before they are sent to Splunk. A few analytics are designed to be used with comprehensive logging enabled, as it relies on the presence of specific message IDs. You can find specific instructions on how to set this up here : https://www.cisco.com/c/en/us/support/docs/security/pix-500-series-security-appliances/63884-config-asa-00.html#toc-hId--1451069880. 
"
Cisco Duo Activity,83f727f6-8754-41f8-b9f7-8226886a659e,"Patrick Bareiss, Splunk",cisco_duo,cisco:duo:activity,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for Cisco Duo Activity
Cisco Duo Administrator,38e22de6-8b6b-449c-ae26-a640c88ff7f9,"Patrick Bareiss, Splunk",cisco_duo,cisco:duo:administrator,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for Cisco Duo Administrator
Cisco IOS Logs,9e4c8d7b-6f5e-4a3d-b2c1-0a9b8c7d6e5f,"Michael Haag, Splunk",cisco:ios,cisco:ios,,Cisco Networks Add-on,2.7.9,https://splunkbase.splunk.com/app/1467,"Data source object for Cisco IOS system logs. Cisco IOS logs provide operational and security telemetry from Cisco network devices (IOS, IOS XE, IOS XR, NX-OS, WLC, and APs). The Cisco Networks Add-on for Splunk (TA-cisco_ios) normalizes these events by setting proper sourcetypes and extracting fields for switches, routers, controllers, and access points; deploy the TA on indexers/HFs and search heads, and the Cisco Networks (cisco_ios) App on search heads. Supported platforms include Catalyst, ASR, ISR, Nexus, CRS, and other IOS-based devices, enabling consistent investigation, alerting, and reporting in Splunk Enterprise and Splunk Cloud. This data is ingested via SYSLOG."
Cisco Network Visibility Module Flow Data,d49bcd3c-da06-41c6-b33e-8b8d23078f68,"Nasreddine Bencherchali, Splunk",not_applicable,cisco:nvm:flowdata,,Cisco NVM Add-on for Splunk,4.0.7,https://splunkbase.splunk.com/app/4221,Data source object for Netflow events from Cisco Network Visibility Module
Cisco Network Visibility Module OSquery,d59bcd3c-da06-41c6-b33e-8b8d23078f68,"Nasreddine Bencherchali, Splunk",not_applicable,cisco:nvm:osquery,,Cisco NVM Add-on for Splunk,4.0.7,https://splunkbase.splunk.com/app/4221,Data source object for OSquery events from Cisco Network Visibility Module
Cisco Secure Firewall Threat Defense Connection Event,18878597-8f8a-4bca-a805-bfbe35e00032,"Nasreddine Bencherchali, Splunk",not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for raw connection events from Cisco Secure Firewall Threat Defense
Cisco Secure Firewall Threat Defense File Event,19878597-8f8a-4bca-a805-bfbe35e00032,"Nasreddine Bencherchali, Splunk",not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for raw file events from Cisco Secure Firewall Threat Defense
Cisco Secure Firewall Threat Defense Intrusion Event,d11b67ec-1cb2-4f6f-a2d8-a099c7e15b29,"Nasreddine Bencherchali, Splunk",not_applicable,cisco:sfw:estreamer,,Cisco Security Cloud,3.4.2,https://splunkbase.splunk.com/app/7404,Data source object for raw intrusion events from Cisco Secure Firewall Threat Defense
CrowdStrike Falcon Stream Alert,52b38751-b0db-4965-a800-ebaabd1fd7d5,"Bhavin Patel, Bryan Pluta, Splunk",CrowdStrike:Event:Streams,CrowdStrike:Event:Streams:JSON,event.DetectName,Splunk Add-on for CrowdStrike FDR,2.0.5,https://splunkbase.splunk.com/app/5579,Logs of CrowdStrike Falcon Stream Alerts
CrowdStrike ProcessRollup2,cbb06880-9dd9-4542-ac60-bd6e5d3c3e4e,"Patrick Bareiss, Splunk",crowdstrike,crowdstrike:events:sensor,event_simpleName,Splunk Add-on for CrowdStrike FDR,2.0.5,https://splunkbase.splunk.com/app/5579,"Logs process-related activities captured by CrowdStrike, including process creation, termination, and metadata such as hashes, parent processes, and command-line arguments."
CrushFTP,8a42ace5-e4c8-4653-80cf-1b8e7e6024ef,"Patrick Bareiss, Splunk",crushftp,crushftp:sessionlogs,,,,,"Logs activities related to file transfers and user interactions in CrushFTP, including file uploads, downloads, user authentication, and session details."
G Suite Drive,5f79120f-a235-4468-bd0d-55203758ac22,"Patrick Bareiss, Splunk",http:gsuite,gsuite:drive:json,,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,"Logs activities related to Google Drive in G Suite, including file creation, modification, sharing, and access details."
G Suite Gmail,706c3978-41de-406b-b6e0-75bd01e12a5d,"Patrick Bareiss, Splunk",http:gsuite,gsuite:gmail:bigquery,,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,"Logs Gmail activities in G Suite, including email sending, receiving, and access details, as well as potential security-related events."
GitHub Enterprise Audit Logs,8a4d656f-8801-4a2c-ae10-553d2696a59f,"Patrick Bareiss, Splunk",http:github,httpevent,,Splunk Add-on for Github,3.2.0,https://splunkbase.splunk.com/app/6254,Data source object for GitHub Enterprise logs using Audit log streaming as described in this documentation https://docs.github.com/en/enterprise-cloud@latest/admin/monitoring-activity-in-your-enterprise/reviewing-audit-logs-for-your-enterprise/streaming-the-audit-log-for-your-enterprise#setting-up-streaming-to-splunk using a Splunk HTTP Event Collector.
GitHub Organizations Audit Logs,ce520b1c-79fe-48ef-a0f9-71fbbd4837b0,"Patrick Bareiss, Splunk",github,github:cloud:audit,,Splunk Add-on for Github,3.2.0,https://splunkbase.splunk.com/app/6254,Data source object for GitHub Organizations logs using the Splunk Add-on for Github using a Personal Access Token.
GitHub Webhooks,88aa4632-3c3e-43f6-a00a-998d71f558e3,"Patrick Bareiss, Splunk",github,aws:firehose:json,,,,,Data source object for GitHub Webooks
Google Workspace,f1a044e3-113a-4e4d-84f2-b153ade83087,"Bhavin Patel, Splunk",google_workspace,gws:reports:login,,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,Data source object for Google Workspace
Google Workspace login_failure,cabec7cf-4008-4899-b47e-39c34a9a1255,"Patrick Bareiss, Splunk",gws:reports:admin,gws:reports:admin,event.name,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,"Logs failed login attempts to Google Workspace accounts, including details about the user, IP address, and reason for failure."
Google Workspace login_success,bffe8013-9cdf-4fe6-9c1b-6784391a4951,"Patrick Bareiss, Splunk",gws:reports:admin,gws:reports:admin,event.name,Splunk Add-on for Google Workspace,3.1.0,https://splunkbase.splunk.com/app/5556,"Logs successful login attempts to Google Workspace accounts, including details about the user, IP address, and session metadata."
Ivanti VTM Audit,b04be6e5-2002-4a49-8722-52285635b8f5,"Michael Haag, Splunk",ivanti_vtm,ivanti_vtm_audit,,,,,"Logs administrative and operational activities in Ivanti Virtual Traffic Manager (VTM), including configuration changes, user actions, and system events."
Kubernetes Audit,6c25181a-0c07-4aaf-90e6-77ab1f0e6699,"Patrick Bareiss, Splunk",kubernetes,_json,,,,,"Logs activities within a Kubernetes cluster, including API server requests, resource access, configuration changes, and user authentication events."
Kubernetes Falco,23c0eeed-840a-4711-a41b-6819c1ffbba5,"Patrick Bareiss, Splunk",kubernetes,kube:container:falco,,,,,"Logs suspicious or anomalous activities within a Kubernetes environment detected by Falco, including system calls, file access, and network activity."
Linux Auditd Add User,30f79353-e1d2-4585-8735-1e0359559f3f,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs activities related to the addition of a new user account on a Linux system, including details about the username, UID, and the process initiating the action."
Linux Auditd Daemon Abort,cc8b3bb0-0fae-4236-9c61-fe2d7138bd63,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs the execution of processes on a Linux system, including details about the auditd daemon status."
Linux Auditd Daemon End,15135c45-e302-4d5a-a38a-3e8279f2ebd8,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs the execution of processes on a Linux system, including details about the auditd daemon status."
Linux Auditd Daemon Start,f1b97407-ddf0-41a5-8685-ada05aae3555,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs the execution of processes on a Linux system, including details about the auditd daemon status."
Linux Auditd Execve,9ef6364d-cc67-480e-8448-3306829a6a24,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs the execution of processes on a Linux system, including details about the executed command, arguments, and the initiating process."
Linux Auditd Path,3d86125c-0496-4a5a-aae3-0d355a4f3d7d,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs file system access events on a Linux system, including details about file paths, permissions, and associated processes."
Linux Auditd Proctitle,5a25984a-2789-400a-858b-d75c923e06b1,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs the full command-line arguments of a process execution on a Linux system, providing visibility into the executed command and its parameters."
Linux Auditd Service Stop,0643483c-bc62-455c-8d6e-1630e5f0e00d,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs events related to the stoppage of a service on a Linux system, including details about the service name, the process initiating the stop, and associated timestamps."
Linux Auditd Syscall,4dff7047-0d43-4096-bb3f-b756c889bbad,"Teoderick Contreras, Splunk",auditd,auditd,type,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs system calls made by processes on a Linux system, including details about the syscall number, arguments, return values, and associated process metadata."
Linux Secure,9a47d88b-1b17-49ce-a0ef-b440ddbd98bb,"Patrick Bareiss, Splunk",/var/log/secure,linux_secure,,Splunk Add-on for Unix and Linux,10.1.0,https://splunkbase.splunk.com/app/833,"Logs authentication and authorization events on a Linux system, including login attempts, SSH connections, and privilege escalation activities."
MS365 Defender Incident Alerts,12345678-90ab-cdef-1234-567890abcdef,"Bhavin Patel, Splunk",ms365_defender_incident_alerts,ms365:defender:incident:alerts,,Splunk Add-on for Microsoft Security,2.6.0,https://splunkbase.splunk.com/app/6207,"Logs security incidents and correlated alerts in Microsoft 365 Defender, including details about affected assets, threat types, and remediation steps."
MS Defender ATP Alerts,38f034ed-1598-46c8-95e8-14edf01fdf5d,"Bryan Pluta, Bhavin Patel, Splunk",ms_defender_atp_alerts,ms:defender:atp:alerts,,Splunk Add-on for Microsoft Security,2.6.0,https://splunkbase.splunk.com/app/6207,"Logs security alerts generated by Microsoft Defender for Endpoint, including information about detected threats, impacted devices, and recommended actions."
Nginx Access,c716a418-eab3-4df5-9dff-5420174e3068,"Patrick Bareiss, Splunk",/var/log/nginx/access.log,nginx:plus:kv,,Splunk Add-on for NGINX,3.3.0,https://splunkbase.splunk.com/app/3258,"Logs HTTP/S access events on an Nginx server, including details such as client IP, request method, URI, response status, and user agent."
NTLM Operational 8004,fd08cb77-c26e-464c-a43e-2867e232127e,"Bhavin Patel, Splunk",XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for NTLM Operational 8004
NTLM Operational 8005,ad15a1cf-4b21-43de-81e4-6307c69172fb,"Bhavin Patel, Splunk",XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for NTLM Operational 8005
NTLM Operational 8006,9f50a672-6f7d-4621-a3bd-69468c6b7a7f,"Bhavin Patel, Splunk",XmlWinEventLog:Microsoft-Windows-NTLM/Operational,XmlWinEventLog:Microsoft-Windows-NTLM/Operational,EventCode,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,Data source object for NTLM Operational 8006
O365,b32de97d-0074-4cca-853c-db22c392b6c0,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs management activities in Microsoft 365, including administrative actions, user activities, and configuration changes across various services."
O365 Add app role assignment grant to user.,ce1d7849-a1d2-47fd-b6eb-d7ef854a860c,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the assignment of an application role grant to a user in Microsoft 365, including details about the role, user, and application involved."
O365 Add app role assignment to service principal.,785ba57a-ba7b-474e-97c8-9474e6e00b3a,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the assignment of an application role to a service principal in Microsoft 365, including details about the role, service principal, and application involved."
O365 Add-MailboxPermission,9c0babdb-bb15-449e-abba-0a9cdb3fc061,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the addition of mailbox permissions in Microsoft 365, including details about the mailbox, granted permissions, and the user or administrator performing the action."
O365 Add member to role.,8b949f7c-4b5d-404f-9694-d7403c4ec096,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the addition of a member to a role in Microsoft 365, including details about the role, the added member, and the user or administrator performing the action."
O365 Add owner to application.,da012cbf-af6e-40ee-a1ba-32a5f8da8f8a,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the addition of an owner to an application in Microsoft 365, including details about the application, the new owner, and the user or administrator performing the action."
O365 Add service principal.,9c1ef9f5-bc30-4a47-a1bd-cb34484ee778,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the addition of a new service principal in Microsoft 365, including details about the associated application and the action initiator."
O365 Change user license.,1029a20d-3d0d-4fb9-b5e2-22ac5380b20a,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs changes to user licenses in Microsoft 365, including additions, removals, or updates to service plans associated with a user account."
O365 Consent to application.,0a15a464-ef51-4614-9a07-a216eb9817db,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs user or administrator consent to an application's permissions in Microsoft 365, including details about the application, granted permissions, and the consenting user or process."
O365 Disable Strong Authentication.,235381c4-382a-4183-b818-a51c3ce12187,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs the disabling of strong authentication (e.g., multi-factor authentication) for a user or group in Microsoft 365, including details about the affected accounts and the action initiator."
O365 MailItemsAccessed,3d5188eb-341a-4b46-9caa-aade4047d027,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs access to mailbox items in Microsoft 365, including details about the user accessing the items, the accessed content, and the method of access."
O365 ModifyFolderPermissions,0a8c1080-68c2-46d7-8324-2e7d97bb6e2f,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs modifications to folder permissions in Microsoft 365, including updates to access levels, user assignments, and sharing settings."
O365 Set Company Information.,06c6d576-f032-41e3-b15d-80a434ce13d8,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs updates to organizational settings and company information in Microsoft 365, including changes to contact details, branding, and configuration policies."
O365 Set-Mailbox,db798c5c-928c-4972-bb42-e5f90e35865f,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs changes to mailbox properties in Microsoft 365, including updates to permissions, storage quotas, and configuration settings."
O365 Update application.,62159133-911b-4c63-9e30-a6a8c89195ca,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs updates made to applications in Microsoft 365, including changes to configurations, permissions, and role assignments."
O365 Update authorization policy.,d40e6a20-4d64-404c-8351-2caae8228d34,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs changes to authorization policies in Microsoft 365, including updates to access controls, permissions, and security settings."
O365 Update user.,a05fd01e-34d9-4233-9089-11272416b531,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs updates to user account properties in Microsoft 365, including changes to roles, permissions, and profile information."
O365 UserLoggedIn,ed29c8c4-4053-419c-b133-16abf2a1c4c9,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs successful login events by users in Microsoft 365, including details about the user account, IP address, and session metadata."
O365 UserLoginFailed,6099b33d-d581-43ed-8401-911862590361,"Patrick Bareiss, Splunk",o365,o365:management:activity,Operation,Splunk Add-on for Microsoft Office 365,4.9.0,https://splunkbase.splunk.com/app/4055,"Logs failed login attempts by users in Microsoft 365, including details about the user account, IP address, and reason for failure."
Office 365 Reporting Message Trace,b637788e-fcf0-44fa-86ea-cab81193f939,Steven Dick,o365,o365:reporting:messagetrace,Organization,Splunk Microsoft Office 365 Add-on,4.9.0,https://splunkbase.splunk.com/app/4055,Data source object for Office 365 Reporting Message Trace
Office 365 Universal Audit Log,86369e87-5b0b-46fe-8b96-310473dffe7f,"Bhavin Patel, Splunk",o365,o365:management:activity,Operation,Splunk Microsoft Office 365 Add-on,4.9.0,https://splunkbase.splunk.com/app/4055,Data source object for Office 365 Universal Audit Log
Okta,ec26febe-e760-4981-bbee-72e107c7b9d2,"Patrick Bareiss, Splunk",Okta,OktaIM2:log,,Splunk Add-on for Okta Identity Cloud,4.0.0,https://splunkbase.splunk.com/app/6553,"Logs authentication and administrative activities captured by Okta, including user login attempts, session management, and configuration changes."
osquery,7ec4d7c8-c1d0-423a-9169-261f6adb74c0,"Patrick Bareiss, Splunk",osquery,osquery:results,,,,,"Logs system queries performed using osquery, including details about processes, file access, network activity, and system configurations."
Palo Alto Network Threat,375c2b0e-d216-41ad-9406-200464595209,"Patrick Bareiss, Splunk",pan:threat,pan:threat,,Palo Alto Networks Add-on,8.1.3,https://splunkbase.splunk.com/app/2757,"Logs detected threats identified by Palo Alto Networks devices, including details about malware, intrusion attempts, and malicious network activity."
Palo Alto Network Traffic,182a83bc-c31a-4817-8c7a-263744cec52a,"Patrick Bareiss, Splunk",screenconnect_palo_traffic,pan:traffic,,Palo Alto Networks Add-on,8.1.3,https://splunkbase.splunk.com/app/2757,"Logs network traffic events captured by Palo Alto Networks devices, including details about sessions, protocols, and source and destination IPs."
PingID,17890675-61c1-40bd-a88e-6a8e9e246b43,"Patrick Bareiss, Splunk",XmlWinEventLog:Security,XmlWinEventLog,,,,,"Logs authentication and multi-factor authentication (MFA) events managed by PingID, including user logins, device enrollments, and MFA challenges."
Powershell Installed IIS Modules,4f2ccf42-3503-4417-a684-bfccf7f0d7b4,"Patrick Bareiss, Splunk",powershell://AppCmdModules,Pwsh:InstalledIISModules,,,,,"Logs the list of installed IIS modules retrieved using PowerShell, including details about their names and statuses."
Powershell Script Block Logging 4104,5cfd0c72-d989-47a0-92f9-6edc6f8d3564,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-PowerShell/Operational,XmlWinEventLog,EventID,Splunk Add-on for Microsoft Windows,9.0.1,https://splunkbase.splunk.com/app/742,"Logs detailed content of PowerShell script blocks as they are executed, including the full command text and context for the execution."
Powershell SIP Inventory,5ef5cb5d-1fa8-4567-b48f-27317662cd73,"Patrick Bareiss, Splunk",powershell://SubjectInterfacePackage,PwSh:SubjectInterfacePackage,,,,,"Logs the inventory of System Integrity Policies (SIP) on a system retrieved via PowerShell, including details about policy configurations and statuses."
Splunk,d8a2c791-460b-4756-a8e5-ecade77b21e3,"Patrick Bareiss, Splunk",splunkd_ui_access.log,splunkd_ui_access,,,,,"Logs user interface access events for Splunk, including details about user actions, accessed resources, and authentication information."
Splunk AppDynamics Secure Application Alert,5c963eb0-010e-4386-875f-5134879f14a7,"Bhavin Patel, Splunk",AppDynamics Security,appdynamics_security,,Splunk Add-on for AppDynamics,3.1.4,https://splunkbase.splunk.com/app/3471,Data source object for alerts from Cisco Secure Application
Splunk Common Information Model (CIM),d3dd8270-7e1c-4bcd-8f3a-e5ec4a0e740a,"Bhavin Patel, Splunk",not_applicable,not_applicable,,Splunk Common Information Model (CIM),6.1.0,https://splunkbase.splunk.com/app/1621,Data source object for Splunk CIM
Splunk Stream HTTP,b0070a33-92ed-49e5-8f38-576cdf300710,"Patrick Bareiss, Splunk",stream:http,stream:http,,Splunk Stream,8.1.5,https://splunkbase.splunk.com/app/1809,"Logs HTTP traffic captured by Splunk Stream, including details such as request methods, URLs, headers, response codes, and client-server interactions."
Splunk Stream IP,c96f5906-f601-4f32-a26c-482535159bc2,"Patrick Bareiss, Splunk",stream:ip,stream:ip,,Splunk Stream,8.1.5,https://splunkbase.splunk.com/app/1809,"Logs IP traffic captured by Splunk Stream, including details about source and destination IPs, protocols, and packet metadata."
Splunk Stream TCP,4b1233d1-f80a-4da1-ab27-a5b10ea8a4ce,"Patrick Bareiss, Splunk",stream:tcp,stream:tcp,,Splunk Stream,8.1.5,https://splunkbase.splunk.com/app/1809,"Logs TCP traffic captured by Splunk Stream, including details about source and destination IPs, ports, connection states, and packet-level metadata."
Suricata,64b245d4-a4d1-4865-a718-c83d3b939f2e,"Patrick Bareiss, Splunk",suricata,suricata,,Splunk TA for Suricata,2.3.3,https://splunkbase.splunk.com/app/2760,"Logs network traffic and security events detected by Suricata, including details about connections, protocol metadata, and potential threats."
Sysmon EventID 1,b375f4d1-d7ca-4bc0-9103-294825c0af17,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the creation of a new process, including details such as process ID, parent process, command line arguments, and hashes of the executable."
Sysmon EventID 10,659cd5a8-148a-4c59-ade1-05f41ac1b096,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs events where one process accesses another process, typically for memory reads or injections, including details about the source and target processes."
Sysmon EventID 11,f3db9179-f4f5-416d-bc03-39f4d4ff699e,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the creation of a new file, including details about the file path, hash information, and associated process metadata."
Sysmon EventID 12,3ef28798-8eaa-4fd2-b074-6f36d08a1b33,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs the creation of a new registry key, including details about the key name, registry path, and associated process metadata."
Sysmon EventID 13,19cd00ee-f65f-48ca-bb08-64aac28638ce,"Patrick Bareiss, Splunk",XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,XmlWinEventLog,EventID,Splunk Add-on for Sysmon,5.0.0,https://splunkbase.splunk.com/app/5709,"Logs changes to a registry key, including details about the modified key, value, and associated process."
